,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
17931,CA00-0000028142,2014,6,San Diego,Escondido,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Other,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,4.0
17932,CA00-0000028485,2014,8,San Diego,Escondido,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
17933,CA00-0000028486,2014,8,San Diego,Escondido,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
17934,CA00-0000027815,2014,3,San Diego,Imperial Beach,1,0,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
17935,CA00-0000028067,2014,1,San Diego,National City,2,2,White,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Lesbian,Sexual Orientation,Person,None,Verbal slurs,4.0
17936,CA00-0000027987,2014,1,San Diego,Oceanside,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
17937,CA00-0000028159,2014,3,San Diego,Oceanside,1,1,Unknown,0,Larceny-Theft,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Other,4.0
17938,CA00-0000028158,2014,5,San Diego,Oceanside,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Other,4.0
17939,CA00-0000028516,2014,12,San Diego,Oceanside,3,3,White,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17940,CA00-0000027763,2014,1,San Diego,San Diego,1,1,Hispanic,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
17941,CA00-0000027797,2014,2,San Diego,San Diego,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Annoying telephone calls/fax,4.0
17942,CA00-0000027798,2014,2,San Diego,San Diego,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17943,CA00-0000027799,2014,2,San Diego,San Diego,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17944,CA00-0000027800,2014,2,San Diego,San Diego,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
17945,CA00-0000027801,2014,2,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,4.0
17946,CA00-0000027838,2014,3,San Diego,San Diego,3,3,Hispanic,3,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
17947,CA00-0000027935,2014,4,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Damage to vehicle,4.0
17948,CA00-0000027936,2014,4,San Diego,San Diego,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Religion,Religion,Person,None,Threatening letters/flyers/email,4.0
17949,CA00-0000027937,2014,4,San Diego,San Diego,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,4.0
17950,CA00-0000027938,2014,4,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,4.0
17951,CA00-0000028028,2014,5,San Diego,San Diego,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17952,CA00-0000028029,2014,5,San Diego,San Diego,1,1,White,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17953,CA00-0000028030,2014,5,San Diego,San Diego,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,4.0
17954,CA00-0000028031,2014,5,San Diego,San Diego,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,4.0
17955,CA00-0000028119,2014,6,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,4.0
17956,CA00-0000028120,2014,6,San Diego,San Diego,1,1,White,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17957,CA00-0000028121,2014,6,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,4.0
17958,CA00-0000028124,2014,6,San Diego,San Diego,1,1,Black or African American,3,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Handgun,Verbal slurs,4.0
17959,CA00-0000028126,2014,6,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
17960,CA00-0000028206,2014,7,San Diego,San Diego,2,2,Unknown,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17961,CA00-0000028207,2014,7,San Diego,San Diego,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
17962,CA00-0000028208,2014,7,San Diego,San Diego,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Daubing of swastika,4.0
17963,CA00-0000028209,2014,7,San Diego,San Diego,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,None,Daubing of swastika,4.0
17964,CA00-0000028248,2014,8,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,4.0
17965,CA00-0000028249,2014,8,San Diego,San Diego,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Unknown,Damage to vehicle,4.0
17966,CA00-0000028250,2014,8,San Diego,San Diego,1,1,White,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17967,CA00-0000028251,2014,8,San Diego,San Diego,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Religious,None,Graffiti,4.0
17968,CA00-0000028334,2014,9,San Diego,San Diego,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Islamic (Muslim),Religion,Person,None,Verbal slurs,4.0
17969,CA00-0000028335,2014,9,San Diego,San Diego,1,0,White,2,Destruction/Damage/Vandalism,Property Crimes,Community Center,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Other,None,Graffiti,4.0
17970,CA00-0000028336,2014,9,San Diego,San Diego,1,1,Hispanic,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17971,CA00-0000028397,2014,10,San Diego,San Diego,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17972,CA00-0000028398,2014,10,San Diego,San Diego,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,None,Threatening letters/flyers/email,4.0
17973,CA00-0000028474,2014,11,San Diego,San Diego,1,1,Black or African American,1,Intimidation,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-White,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,4.0
17974,CA00-0000028521,2014,12,San Diego,San Diego,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
17975,CA00-0000028522,2014,12,San Diego,San Diego,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,None,Verbal slurs,4.0
17976,CA00-0000028523,2014,12,San Diego,San Diego,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,4.0
17977,CA00-0000028308,2014,9,San Diego,San Marcos,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,4.0
17978,CA00-0000027734,2014,1,San Diego,Vista,3,3,East Indian/Asian Indian,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Religion,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
17979,CA00-0000027869,2014,4,San Diego,Vista,1,1,Hispanic,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
17980,CA00-0000028449,2014,11,San Diego,Vista,1,1,Group of Multiple Races,4,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17981,CA00-0000027739,2014,1,San Diego,San Diego Harbor,1,1,Unknown,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17982,CA00-0000027740,2014,1,San Diego,San Diego Harbor,2,2,White,1,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17983,CA00-0000028457,2014,11,San Diego,San Diego Harbor,1,1,White,1,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,4.0
17984,CA00-0000028105,2014,6,San Diego,San Diego Coast DPR,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Hanging in Effigy,4.0
17985,CA00-0000028211,2014,7,San Diego,UC San Diego,1,1,Unknown,2,Intimidation,Violent Crimes,Government/Public Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,4.0
17986,CA00-0000028369,2014,9,San Diego,UC San Diego,2,2,White,1,Intimidation,Violent Crimes,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
17987,CA00-0000028210,2014,7,San Diego,CA Highway Patrol - San Diego,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17988,CA00-0000027721,2014,1,San Francisco,San Francisco,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17989,CA00-0000028542,2014,1,San Francisco,San Francisco,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,4.0
17990,CA00-0000027748,2014,2,San Francisco,San Francisco,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17991,CA00-0000027789,2014,2,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Asian,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
17992,CA00-0000027813,2014,2,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,None,Graffiti,4.0
17993,CA00-0000027812,2014,3,San Francisco,San Francisco,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
17994,CA00-0000027814,2014,3,San Francisco,San Francisco,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,4.0
17995,CA00-0000027847,2014,4,San Francisco,San Francisco,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
17996,CA00-0000028034,2014,5,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Graffiti,4.0
17997,CA00-0000028026,2014,6,San Francisco,San Francisco,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,4.0
17998,CA00-0000028071,2014,6,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Religious,None,Graffiti,4.0
17999,CA00-0000028072,2014,6,San Francisco,San Francisco,2,2,Group of Multiple Races,5,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18000,CA00-0000028127,2014,7,San Francisco,San Francisco,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18001,CA00-0000028182,2014,7,San Francisco,San Francisco,2,2,Hispanic,1,Intimidation,Violent Crimes,Restaurant,Anti-Lesbian,Sexual Orientation,Person,None,Verbal slurs,4.0
18002,CA00-0000028272,2014,8,San Francisco,San Francisco,1,1,Black or African American,8,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18003,CA00-0000028263,2014,9,San Francisco,San Francisco,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Threatening letters/flyers/email,4.0
18004,CA00-0000028290,2014,9,San Francisco,San Francisco,1,1,Hispanic,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18005,CA00-0000028347,2014,10,San Francisco,San Francisco,2,2,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18006,CA00-0000028382,2014,10,San Francisco,San Francisco,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
18007,CA00-0000028440,2014,11,San Francisco,San Francisco,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,None,Verbal slurs,4.0
18008,CA00-0000028459,2014,11,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Islamic (Muslim),Religion,Business,"Arson, fire",Other,4.0
18009,CA00-0000028557,2014,12,San Francisco,San Francisco,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Other,"Arson, fire",Other,4.0
18010,CA00-0000027910,2014,3,San Francisco,San Francisco BART,1,1,White,1,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18011,CA00-0000027930,2014,4,San Francisco,San Francisco BART,3,3,White,1,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18012,CA00-0000027911,2014,1,San Joaquin,Manteca,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Islamic (Muslim),Religion,Religious,None,Graffiti,0.0
18013,CA00-0000027803,2014,2,San Joaquin,Ripon,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.0
18014,CA00-0000027940,2014,4,San Joaquin,Ripon,1,1,Group of Multiple Races,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,0.0
18015,CA00-0000027914,2014,3,San Joaquin,Stockton,1,1,White,1,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Islamic (Muslim),Religion,Person,Vehicle,Verbal slurs,0.0
18016,CA00-0000028111,2014,6,San Joaquin,Stockton,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Daubing of swastika,0.0
18017,CA00-0000028422,2014,8,San Joaquin,Stockton,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.0
18018,CA00-0000028091,2014,6,San Joaquin,Tracy,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.0
18019,CA00-0000028245,2014,8,San Joaquin,Tracy,3,3,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Rock throwing,0.0
18020,CA00-0000028415,2014,9,San Luis Obispo,Grover Beach,1,1,White,3,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,2.0
18021,CA00-0000027757,2014,1,San Luis Obispo,Paso Robles,2,2,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,2.0
18022,CA00-0000028197,2014,7,San Luis Obispo,Paso Robles,2,2,White,1,Simple Assault,Violent Crimes,Arena/Stadium/Fairgrounds/Coliseum,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18023,CA00-0000028199,2014,7,San Luis Obispo,San Luis Obispo,1,1,White,6,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-American Indian/Alaska Native,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18024,CA00-0000028419,2014,10,San Luis Obispo,Cal Poly San Luis Obispo,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
18025,CA00-0000027924,2014,3,San Mateo,San Mateo Co. Sheriff's Department,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18026,CA00-0000028357,2014,9,San Mateo,Daly City,2,2,Black or African American,3,Simple Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18027,CA00-0000028365,2014,10,San Mateo,Daly City,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18028,CA00-0000027916,2014,2,San Mateo,San Mateo,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,4.0
18029,CA00-0000027915,2014,4,San Mateo,San Mateo,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Damage to vehicle,4.0
18030,CA00-0000028401,2014,5,Santa Barbara,Santa Barbara Co. Sheriff's Department,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18031,CA00-0000028330,2014,9,Santa Barbara,Santa Barbara Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,2.0
18032,CA00-0000028402,2014,7,Santa Barbara,Buellton,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,2.0
18033,CA00-0000028404,2014,4,Santa Barbara,Goleta,1,1,White,1,Larceny-Theft,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
18034,CA00-0000028403,2014,8,Santa Barbara,Goleta,1,1,East Indian/Asian Indian,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Verbal slurs,2.0
18035,CA00-0000028076,2014,6,Santa Clara,Santa Clara Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18036,CA00-0000028252,2014,8,Santa Clara,Santa Clara Co. Sheriff's Department,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,4.0
18037,CA00-0000028327,2014,10,Santa Clara,Santa Clara Co. Sheriff's Department,1,1,Unknown,2,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18038,CA00-0000028445,2014,11,Santa Clara,Santa Clara Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Lesbian,Sexual Orientation,Person,None,Graffiti,4.0
18039,CA00-0000028027,2014,3,Santa Clara,Cupertino,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Person,"Other ( bottle, rocks, spitting)",Other,4.0
18040,CA00-0000027818,2014,1,Santa Clara,Gilroy,4,4,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Threatening letters/flyers/email,4.0
18041,CA00-0000028282,2014,8,Santa Clara,Gilroy,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,4.0
18042,CA00-0000028006,2014,5,Santa Clara,Los Gatos,1,1,White,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
18043,CA00-0000028183,2014,7,Santa Clara,Los Gatos,1,1,Unknown,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Female,Gender,Person,None,Annoying telephone calls/fax,4.0
